cell_id,x,y,sample_id,condition,genotype,cell_type,niche_k12,niche_k8,niche_k10
output-XETG00045__0059976__litt_24h__20250725__091031_abcekmmi-1,701.8369750976562,3660.029052734375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Interferon-Responsive Regulatory Macrophage,4,1,5
output-XETG00045__0059976__litt_24h__20250725__091031_abcfeknl-1,604.88916015625,3747.522216796875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Interferon-Responsive Regulatory Macrophage,4,3,4
output-XETG00045__0059976__litt_24h__20250725__091031_abciebnn-1,660.0126342773438,3866.3447265625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,IL33+ Inflammatory Fibroblast,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abcigjhc-1,611.7709350585938,3802.654052734375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Regenerating Skeletal Muscle Cell (PAX7+),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abcknhdc-1,606.5107421875,3757.137939453125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Interferon-Responsive Regulatory Macrophage,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abcnoljc-1,623.6980590820312,3748.609375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Macrophage (IFN+ M1/M2),4,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abcpcdej-1,733.380859375,3848.10205078125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Interferon-Responsive Regulatory Macrophage,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abcpcgpj-1,836.3486328125,3848.000244140625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Arg1+ Macrophage,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abdalgbp-1,731.8994750976562,3855.8828125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,M2-like Macrophage,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abdbmbfm-1,747.5379638671875,3855.52783203125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,IL33+ Inflammatory Fibroblast,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abddnkdo-1,771.4801635742188,3625.57763671875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Interferon-Responsive Regulatory Macrophage,4,1,5
output-XETG00045__0059976__litt_24h__20250725__091031_abdipclj-1,781.0585327148438,3739.257568359375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abdkinji-1,783.1007690429688,3765.186279296875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Cell (myoblast/myotube),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abdohnnb-1,767.5042724609375,3755.825439453125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abeboagj-1,787.7007446289062,3790.30126953125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,IL33+ Inflammatory Fibroblast,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abeeidbp-1,733.2743530273438,3793.0751953125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Dermal Fibroblast (Col1a2 inflammatory),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abefpklm-1,310.6312255859375,3902.277099609375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Acute Graft-Response Macrophage,4,1,5
output-XETG00045__0059976__litt_24h__20250725__091031_abejilki-1,270.54449462890625,4297.77587890625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Inflammatory Macrophage (GRN+ chemokine),4,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abemakac-1,340.9268798828125,4121.30126953125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),4,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abenciop-1,347.69482421875,4102.99169921875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,M2-like Macrophage,4,1,5
output-XETG00045__0059976__litt_24h__20250725__091031_abepnlhm-1,384.20892333984375,3957.89306640625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,M2-like Macrophage,2,3,4
output-XETG00045__0059976__litt_24h__20250725__091031_abfecgll-1,852.8200073242188,4606.38623046875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abfefdhl-1,844.369873046875,4671.3720703125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Acute Graft-Response Macrophage,8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abfeojjd-1,885.4993286132812,4643.9697265625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abffdjgo-1,903.1394653320312,4617.26220703125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abfggaok-1,839.1544189453125,4585.2958984375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abfijckp-1,895.1865844726562,4574.6474609375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Cell (myoblast/myotube),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abfkfnkf-1,756.9444580078125,4615.611328125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abflbhjj-1,792.1167602539062,4592.67138671875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abfnaebl-1,784.3055419921875,4568.294921875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Cell (myoblast/myotube),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abgahlco-1,732.1478881835938,4600.15771484375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abgccldl-1,718.5325927734375,4560.822265625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Skeletal Muscle Fiber (IIB/IIX),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abhhobac-1,345.98077392578125,4472.40087890625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Macrophage (CD68+ phagocytic),0,5,6
output-XETG00045__0059976__litt_24h__20250725__091031_abhllabn-1,337.34442138671875,4575.40380859375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Tissue Macrophage (F13a1+ efferocytic),0,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abicijnf-1,555.6972045898438,4034.283203125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Dermal Fibroblast (MMP chemokine),8,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abidgglb-1,565.2664184570312,4211.705078125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Stress-Responsive Epithelial Cell (TP63- KRT71+),0,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abikaaii-1,461.9302368164063,4070.45263671875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Acute Graft-Response Macrophage,4,4,0
output-XETG00045__0059976__litt_24h__20250725__091031_abikmajc-1,1322.5751953125,2700.47900390625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Capillary Endothelial Cell,6,0,2
output-XETG00045__0059976__litt_24h__20250725__091031_abilefmm-1,1333.9296875,2752.403564453125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Keratinocyte (Trp63+, basal)",10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abioepbd-1,1325.3616943359375,2756.751953125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abjbhbfc-1,1326.690185546875,2762.620361328125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abjblllk-1,1341.4295654296875,2760.462646484375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Klf5+ Gata3+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abjkjgbe-1,1342.584228515625,2753.586669921875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Keratinocyte (Trp63+, basal)",10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abjkkfjh-1,1346.5640869140625,2757.009033203125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Keratinocyte (Trp63+, basal)",10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abjkkmip-1,1346.7445068359375,2777.323974609375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abjmdcph-1,1351.9273681640625,2762.093994140625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,DAMP-Responsive Macrophage,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abjompbi-1,1351.153564453125,2754.784912109375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkbbmnp-1,1339.5445556640625,2768.487060546875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkckgbb-1,1337.263916015625,2775.8515625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkfacle-1,1341.99169921875,2776.864013671875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Monocytic MDSC (Ccr2+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkfbndb-1,1333.8411865234375,2766.915771484375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Klf5+ Gata3+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkflheb-1,1327.9461669921875,2766.806884765625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkfppko-1,1332.7822265625,2774.280029296875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkhjhen-1,1329.1185302734375,2777.152587890625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkijmbi-1,1358.0628662109375,2756.4931640625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkjbpme-1,1373.8992919921875,2757.59228515625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Stress-Activated Basal Keratinocyte (proteotoxic),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkjhffm-1,1363.376220703125,2757.417724609375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkjllbm-1,1391.8472900390625,2767.75927734375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Keratinocyte (Trp63+, basal)",10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abklmfbb-1,1403.537109375,2776.930419921875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abkmgghi-1,1401.8150634765625,2768.85986328125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_abknocce-1,1396.3360595703125,2772.400146484375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_ablaobob-1,1408.3077392578125,2770.51220703125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_ablbfehp-1,1397.3818359375,2763.21142578125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_ablfaloe-1,1378.5250244140625,2757.864013671875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Activated Monocyte (CD11b+),10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_ablgcbih-1,1387.1787109375,2760.290771484375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_ablhdfnf-1,1381.552734375,2759.328125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Proliferating Keratinocyte,10,6,1
output-XETG00045__0059976__litt_24h__20250725__091031_ablhhkop-1,1883.1090087890625,3131.337158203125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Differentiated Keratinocyte,11,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_ablinjpg-1,1912.9727783203125,3153.61328125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abljnbec-1,1924.5849609375,3166.453369140625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_ablkbpid-1,1916.198486328125,3160.087890625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Epithelial Progenitor Cell (Lgr5+ Sox9+),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_ablpebhd-1,1883.3167724609373,3144.47509765625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmbobof-1,1903.1544189453125,3150.705078125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmcbnmd-1,1895.1583251953125,3161.90185546875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (proliferative wound),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmdcodd-1,1891.94482421875,3143.621826171875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmeeghm-1,1885.8760986328125,3138.10302734375,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmhahpk-1,1887.73095703125,3152.682373046875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (proliferative wound),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmjknda-1,2071.285888671875,3215.88720703125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmjpood-1,2064.155517578125,3218.22509765625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (proliferative wound),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmlehhg-1,2036.03564453125,3389.7939453125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Epithelial Cell (Trp63+),1,7,7
output-XETG00045__0059976__litt_24h__20250725__091031_abmlfdgb-1,2061.789306640625,3379.801025390625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__litt_24h__20250725__091031_abmmdeid-1,2061.177734375,3406.597900390625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Dermal Adipocyte (biosynthesis),1,7,7
output-XETG00045__0059976__litt_24h__20250725__091031_abmomeom-1,2076.09326171875,3223.858642578125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmoonbe-1,2032.7646484375,3205.158203125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmopalo-1,2043.7432861328125,3201.881103515625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (senescent ER-stress),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmpbnpe-1,2043.4847412109373,3208.489501953125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abmpiebd-1,2053.132080078125,3209.61328125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (senescent ER-stress),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abnahbnh-1,2079.48095703125,3211.140869140625,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abnbndki-1,2064.918701171875,3208.57421875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (Epcam+ Cd44-high),5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abndfjgl-1,2057.263427734375,3200.615966796875,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,"Epidermal Keratinocyte (DSG1+, E-cad+)",5,2,9
output-XETG00045__0059976__litt_24h__20250725__091031_abndjhpb-1,2050.2109375,3203.280517578125,output-XETG00045__0059976__litt_24h__20250725__091031_1,litt_24h,litt,Basal Keratinocyte (proliferative wound),5,2,9
